year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,contraction_flag_12mo
2015,55,Management of Companies and Enterprises,11-3011,Administrative Services Managers,17610.0,52.53,109260.0,47.02,97790.0,54030.0,179620.0,,,
2016,55,Management of Companies and Enterprises,11-3011,Administrative Services Managers,18560.0,54.28,112910.0,48.7,101300.0,56340.0,182950.0,5.3946621237932995,3.340655317591067,0
2017,55,Management of Companies and Enterprises,11-3011,Administrative Services Managers,18450.0,56.4,117310.0,50.76,105580.0,59920.0,187150.0,-0.5926724137931034,3.896909042600301,0
2018,55,Management of Companies and Enterprises,11-3011,Administrative Services Managers,20560.0,58.04,120730.0,52.32,108840.0,62700.0,192200.0,11.436314363143632,2.91535248486915,0
2021,55,Management of Companies and Enterprises,11-3012,Administrative Services Managers,14600.0,64.31,133770.0,60.43,125690.0,74900.0,,,,
2022,55,Management of Companies and Enterprises,11-3012,Administrative Services Managers,15130.0,65.29,135810.0,60.16,125140.0,72040.0,213510.0,3.6301369863013697,1.5250056066382598,0
2023,55,Management of Companies and Enterprises,11-3012,Administrative Services Managers,14730.0,70.41,146460.0,63.33,131730.0,77990.0,225340.0,-2.6437541308658297,7.841837861718577,1
2024,55,Management of Companies and Enterprises,11-3012,Administrative Services Managers,15760.0,82.07,170710.0,64.54,134250.0,78310.0,,6.992532247114731,16.55742182165779,0
2021,55,Management of Companies and Enterprises,11-3013,Facilities Managers,5950.0,56.41,117330.0,49.24,102420.0,60900.0,168260.0,,,
2022,55,Management of Companies and Enterprises,11-3013,Facilities Managers,7550.0,58.1,120840.0,51.67,107480.0,65480.0,182360.0,26.89075630252101,2.9915622602914858,0
2023,55,Management of Companies and Enterprises,11-3013,Facilities Managers,8200.0,63.07,131190.0,58.04,120710.0,71340.0,202440.0,8.609271523178808,8.565044687189673,0
2024,55,Management of Companies and Enterprises,11-3013,Facilities Managers,8350.0,64.72,134620.0,58.77,122240.0,71260.0,209780.0,1.8292682926829267,2.6145285463831085,0
2015,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,34870.0,69.2,143930.0,64.13,133400.0,85060.0,,,,
2016,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,36540.0,71.24,148180.0,65.72,136690.0,87270.0,,4.789217092056209,2.952824289585215,0
2017,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,37150.0,73.06,151960.0,67.78,140970.0,89110.0,,1.6694033935413248,2.5509515454177354,0
2018,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,39710.0,74.74,155460.0,69.79,145160.0,89730.0,,6.890982503364737,2.3032376941300345,0
2019,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,43020.0,75.78,157630.0,71.29,148290.0,91440.0,,8.335431881138252,1.3958574552939662,0
2020,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,44040.0,77.45,161110.0,73.31,152480.0,94380.0,,2.3709902370990235,2.2077015796485444,0
2021,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,48910.0,79.23,164800.0,77.71,161630.0,100280.0,,11.058128973660308,2.2903606231767117,0
2022,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,54750.0,83.27,173200.0,79.84,166070.0,105520.0,,11.940298507462686,5.097087378640777,0
2023,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,60460.0,87.9,182840.0,81.82,170190.0,112370.0,,10.429223744292237,5.565819861431871,0
2024,55,Management of Companies and Enterprises,11-3021,Computer and Information Systems Managers,71800.0,101.36,210820.0,83.09,172830.0,123820.0,,18.756202447899437,15.302997155983372,0
2015,55,Management of Companies and Enterprises,11-3031,Financial Managers,68460.0,74.34,154640.0,65.62,136490.0,77820.0,,,,
2016,55,Management of Companies and Enterprises,11-3031,Financial Managers,68310.0,76.94,160040.0,67.62,140650.0,80630.0,,-0.21910604732690622,3.4919813760993277,0
2017,55,Management of Companies and Enterprises,11-3031,Financial Managers,66960.0,76.89,159930.0,68.21,141890.0,82430.0,,-1.9762845849802373,-0.06873281679580105,0
2018,55,Management of Companies and Enterprises,11-3031,Financial Managers,69930.0,77.59,161400.0,69.02,143560.0,84050.0,,4.435483870967742,0.9191521290564622,0
2019,55,Management of Companies and Enterprises,11-3031,Financial Managers,74980.0,77.58,161360.0,69.85,145280.0,85160.0,,7.221507221507221,-0.024783147459727387,0
2020,55,Management of Companies and Enterprises,11-3031,Financial Managers,74260.0,79.56,165480.0,71.78,149300.0,87540.0,,-0.960256068284876,2.5532969757064947,0
2021,55,Management of Companies and Enterprises,11-3031,Financial Managers,80160.0,80.05,166510.0,76.36,158820.0,95660.0,,7.945057904659306,0.6224317138022721,0
2022,55,Management of Companies and Enterprises,11-3031,Financial Managers,83790.0,87.43,181860.0,79.16,164660.0,101090.0,,4.528443113772456,9.218665545612877,0
2023,55,Management of Companies and Enterprises,11-3031,Financial Managers,91150.0,91.59,190520.0,80.68,167820.0,105150.0,,8.783864422962168,4.761904761904762,0
2024,55,Management of Companies and Enterprises,11-3031,Financial Managers,93210.0,96.04,199770.0,81.41,169340.0,105240.0,,2.2600109709270435,4.855133319336553,0
2015,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7100.0,61.88,128710.0,54.81,114000.0,65960.0,,,,
2016,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,6880.0,63.95,133030.0,56.06,116600.0,68090.0,,-3.0985915492957745,3.35638256545723,1
2017,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,6750.0,66.59,138510.0,58.09,120830.0,69660.0,,-1.88953488372093,4.119371570322484,0
2018,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7300.0,68.73,142960.0,60.47,125780.0,73760.0,,8.148148148148149,3.2127644213414195,0
2019,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7310.0,70.18,145970.0,62.22,129420.0,75870.0,,0.136986301369863,2.1054840514829323,0
2020,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7000.0,71.42,148550.0,64.19,133500.0,79410.0,,-4.240766073871409,1.7674864698225663,1
2021,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7340.0,74.96,155920.0,72.74,151300.0,90240.0,,4.857142857142857,4.961292494109728,0
2022,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7410.0,76.55,159230.0,73.25,152350.0,85410.0,,0.9536784741144414,2.1228835300153923,0
2023,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7680.0,78.27,162800.0,72.16,150090.0,94810.0,,3.643724696356275,2.2420398166174715,0
2024,55,Management of Companies and Enterprises,11-3051,Industrial Production Managers,7440.0,80.98,168430.0,74.82,155630.0,89780.0,,-3.125,3.458230958230958,1
2015,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,12740.0,61.81,128570.0,56.85,118240.0,69550.0,,,,
2016,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,12580.0,63.99,133090.0,58.75,122190.0,70970.0,205440.0,-1.2558869701726845,3.515594617717974,0
2017,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,12100.0,66.9,139150.0,60.81,126490.0,75610.0,,-3.815580286168521,4.553309790367421,1
2018,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,11860.0,68.68,142860.0,62.36,129700.0,78590.0,,-1.9834710743801653,2.666187567373338,0
2019,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,12350.0,70.65,146960.0,64.46,134080.0,81530.0,,4.1315345699831365,2.869942601147977,0
2020,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,12010.0,71.99,149730.0,66.78,138890.0,83420.0,,-2.753036437246964,1.8848666303756125,1
2021,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,14640.0,73.67,153230.0,63.61,132310.0,94690.0,,21.89841798501249,2.337540906965872,0
2022,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,15100.0,78.07,162390.0,73.07,151980.0,96520.0,,3.1420765027322406,5.977941656333616,0
2023,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,15380.0,81.41,169330.0,76.96,160080.0,99350.0,,1.8543046357615895,4.273662171315968,0
2024,55,Management of Companies and Enterprises,11-3061,Purchasing Managers,15910.0,82.77,172160.0,78.33,162920.0,100590.0,,3.4460338101430428,1.6712927419831098,0
2015,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",8930.0,54.81,114000.0,49.46,102880.0,53590.0,,,,
2016,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",9640.0,57.18,118940.0,51.64,107410.0,56700.0,194610.0,7.950727883538635,4.333333333333334,0
2017,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",10760.0,59.72,124210.0,53.94,112200.0,60180.0,200940.0,11.618257261410788,4.430805448125105,0
2018,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",10160.0,62.84,130700.0,56.92,118380.0,69170.0,205010.0,-5.5762081784386615,5.225022139924321,1
2019,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",10060.0,64.13,133390.0,58.34,121350.0,71880.0,,-0.984251968503937,2.0581484315225707,0
2020,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",8730.0,63.78,132660.0,58.51,121700.0,71590.0,,-13.220675944333996,-0.5472674113501762,1
2021,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",11530.0,67.2,139770.0,61.11,127110.0,77010.0,,32.07331042382589,5.359565807327002,0
2022,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",13480.0,70.66,146980.0,63.72,132540.0,80170.0,219460.0,16.91240242844753,5.158474636903485,0
2023,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",15100.0,75.28,156580.0,67.43,140250.0,81810.0,234840.0,12.01780415430267,6.531500884474078,0
2024,55,Management of Companies and Enterprises,11-3071,"Transportation, Storage, and Distribution Managers",15270.0,78.3,162860.0,71.22,148130.0,92090.0,,1.1258278145695364,4.0107293396346915,0
2015,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3920.0,63.24,131540.0,58.26,121170.0,66770.0,,,,
2016,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3820.0,65.75,136760.0,60.19,125190.0,72780.0,,-2.5510204081632653,3.968374638893112,1
2017,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3750.0,66.86,139070.0,61.39,127700.0,74500.0,,-1.832460732984293,1.689090377303305,0
2018,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3660.0,67.75,140920.0,62.02,129000.0,74950.0,,-2.4,1.3302653340044581,1
2019,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3510.0,69.16,143860.0,62.81,130640.0,76470.0,,-4.098360655737705,2.0862900936701676,1
2020,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,3250.0,70.67,146990.0,64.82,134830.0,78970.0,,-7.4074074074074066,2.1757264006673154,1
2021,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,4210.0,73.79,153470.0,65.13,135460.0,92180.0,,29.53846153846154,4.408463160759235,0
2022,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,4060.0,77.37,160940.0,74.09,154110.0,95940.0,,-3.5629453681710213,4.867400794943637,1
2023,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,4650.0,77.52,161230.0,73.23,152320.0,82620.0,,14.532019704433496,0.1801913756679508,0
2024,55,Management of Companies and Enterprises,11-3111,Compensation and Benefits Managers,4560.0,82.24,171070.0,75.23,156480.0,95180.0,,-1.935483870967742,6.103082552874775,0
2015,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,19230.0,64.11,133360.0,56.88,118320.0,65930.0,,,,
2016,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,20080.0,66.19,137680.0,58.36,121390.0,68660.0,,4.420176807072282,3.239352129574085,0
2017,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,20440.0,67.73,140880.0,59.87,124540.0,71620.0,,1.7928286852589643,2.324230098779779,0
2018,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,21250.0,68.58,142640.0,60.78,126420.0,74090.0,,3.962818003913894,1.2492901760363428,0
2019,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,22710.0,69.63,144820.0,62.26,129510.0,77080.0,,6.870588235294117,1.5283230510375772,0
2020,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,22690.0,71.22,148140.0,64.36,133860.0,78530.0,,-0.08806693086745927,2.2925010357685403,0
2021,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,25060.0,72.96,151750.0,62.67,130340.0,79050.0,,10.445130013221684,2.436884028621574,0
2022,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,26750.0,78.73,163760.0,69.54,144640.0,86040.0,,6.743814844373504,7.914332784184514,0
2023,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,29260.0,83.18,173010.0,76.4,158900.0,95170.0,,9.383177570093459,5.648510014655594,0
2024,55,Management of Companies and Enterprises,11-3121,Human Resources Managers,31650.0,90.42,188060.0,78.45,163180.0,97300.0,,8.168147641831853,8.698919137622104,0
2015,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5400.0,57.45,119490.0,52.95,110140.0,64140.0,,,,
2016,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5480.0,60.17,125150.0,54.95,114290.0,67490.0,197870.0,1.4814814814814816,4.73679805841493,0
2017,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5300.0,61.75,128450.0,56.54,117610.0,67730.0,201470.0,-3.2846715328467155,2.6368357970435476,1
2018,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5240.0,63.28,131630.0,57.72,120050.0,70100.0,204110.0,-1.1320754716981132,2.4756714674970803,0
2019,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5430.0,64.27,133690.0,58.95,122610.0,70420.0,207430.0,3.6259541984732824,1.5649927828002734,0
2020,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5330.0,64.55,134270.0,59.14,123020.0,71950.0,,-1.841620626151013,0.43383947939262474,0
2021,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5260.0,66.45,138210.0,61.07,127020.0,77320.0,,-1.3133208255159476,2.93438593878007,0
2022,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,5620.0,68.78,143060.0,62.65,130310.0,77580.0,216300.0,6.844106463878327,3.50915273858621,0
2023,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,6230.0,70.17,145950.0,64.25,133640.0,79290.0,217990.0,10.85409252669039,2.020131413392982,0
2024,55,Management of Companies and Enterprises,11-3131,Training and Development Managers,6310.0,70.79,147230.0,64.31,133770.0,80470.0,218610.0,1.2841091492776886,0.8770126755738267,0
2015,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",210.0,37.33,77640.0,31.34,65200.0,42500.0,138910.0,,,
2016,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",210.0,38.37,79810.0,31.44,65400.0,43930.0,148640.0,0.0,2.7949510561566204,0
2017,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",190.0,55.43,115300.0,45.14,93880.0,61330.0,204460.0,-9.523809523809524,44.46811176544293,1
2018,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",230.0,53.48,111230.0,45.36,94350.0,55810.0,196580.0,21.052631578947366,-3.5299219427580226,0
2019,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",240.0,50.97,106010.0,43.74,90980.0,46410.0,181110.0,4.3478260869565215,-4.6929785129910995,0
2020,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",220.0,46.5,96710.0,43.32,90100.0,46940.0,140490.0,-8.333333333333332,-8.77275728704839,1
2021,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",190.0,49.14,102210.0,46.05,95790.0,58770.0,159640.0,-13.636363636363635,5.687105780167511,1
2022,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",300.0,53.47,111220.0,49.4,102750.0,56940.0,174530.0,57.89473684210527,8.815184424224636,0
2023,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",230.0,48.1,100040.0,40.81,84890.0,51590.0,155230.0,-23.333333333333332,-10.052148894083798,1
2024,55,Management of Companies and Enterprises,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",350.0,68.9,143310.0,66.3,137910.0,76290.0,181930.0,52.17391304347826,43.252698920431826,0
2015,55,Management of Companies and Enterprises,11-9021,Construction Managers,4930.0,54.54,113450.0,49.3,102530.0,61890.0,182940.0,,,
2016,55,Management of Companies and Enterprises,11-9021,Construction Managers,5150.0,55.09,114590.0,49.72,103420.0,60350.0,183450.0,4.462474645030426,1.004847950639048,0
2017,55,Management of Companies and Enterprises,11-9021,Construction Managers,5490.0,55.27,114970.0,50.07,104150.0,62550.0,178470.0,6.601941747572816,0.33161706955231696,0
2018,55,Management of Companies and Enterprises,11-9021,Construction Managers,5710.0,56.43,117370.0,50.03,104050.0,62170.0,186730.0,4.007285974499089,2.08750108724015,0
2019,55,Management of Companies and Enterprises,11-9021,Construction Managers,5910.0,55.76,115970.0,50.34,104710.0,61830.0,185910.0,3.502626970227671,-1.1928090653488967,0
2020,55,Management of Companies and Enterprises,11-9021,Construction Managers,5230.0,57.77,120150.0,52.87,109980.0,60000.0,194680.0,-11.505922165820643,3.6043804432180733,1
2021,55,Management of Companies and Enterprises,11-9021,Construction Managers,5060.0,61.62,128160.0,59.05,122830.0,65580.0,205810.0,-3.2504780114722758,6.666666666666667,1
2022,55,Management of Companies and Enterprises,11-9021,Construction Managers,6990.0,64.71,134600.0,60.71,126270.0,78210.0,206100.0,38.14229249011858,5.024968789013733,0
2023,55,Management of Companies and Enterprises,11-9021,Construction Managers,6490.0,67.3,139970.0,62.74,130490.0,80930.0,208940.0,-7.1530758226037205,3.9895988112927188,1
2024,55,Management of Companies and Enterprises,11-9021,Construction Managers,6260.0,71.94,149640.0,65.96,137190.0,83160.0,223330.0,-3.5439137134052388,6.908623276416375,1
2015,55,Management of Companies and Enterprises,11-9031,"Education Administrators, Preschool and Childcare Center/Program",680.0,27.21,56600.0,24.68,51340.0,34100.0,79430.0,,,
2016,55,Management of Companies and Enterprises,11-9031,"Education Administrators, Preschool and Childcare Center/Program",770.0,27.27,56730.0,24.93,51850.0,33580.0,81620.0,13.23529411764706,0.22968197879858657,0
2017,55,Management of Companies and Enterprises,11-9031,"Education Administrators, Preschool and Childcare Center/Program",680.0,28.62,59520.0,24.93,51850.0,33190.0,92570.0,-11.688311688311687,4.918032786885246,1
2018,55,Management of Companies and Enterprises,11-9031,"Education Administrators, Preschool and Childcare Center/Program",860.0,26.96,56090.0,24.24,50430.0,33650.0,83570.0,26.47058823529412,-5.762768817204301,0
2019,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",880.0,27.44,57080.0,24.63,51220.0,34130.0,88680.0,2.3255813953488373,1.765020502763416,0
2020,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",890.0,31.15,64780.0,28.4,59070.0,35470.0,102160.0,1.1363636363636365,13.489838822704975,0
2021,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",760.0,37.16,77280.0,36.51,75940.0,47750.0,104940.0,-14.606741573033707,19.296079036739737,1
2022,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",490.0,34.37,71480.0,31.46,65430.0,49630.0,100590.0,-35.526315789473685,-7.505175983436853,1
2023,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",410.0,37.46,77920.0,29.79,61960.0,46840.0,125630.0,-16.3265306122449,9.009513150531617,1
2024,55,Management of Companies and Enterprises,11-9031,"Education and Childcare Administrators, Preschool and Daycare",770.0,41.43,86170.0,38.49,80050.0,48220.0,134360.0,87.8048780487805,10.587782340862423,0
2015,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Elementary and Secondary School",120.0,,90150.0,,88560.0,55420.0,122570.0,,,
2016,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Elementary and Secondary School",140.0,,99460.0,,95190.0,63360.0,143170.0,16.666666666666664,10.327232390460344,0
2017,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Elementary and Secondary School",100.0,,104750.0,,99700.0,71690.0,149530.0,-28.57142857142857,5.318721093907099,1
2018,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Elementary and Secondary School",70.0,,100760.0,,99060.0,52720.0,148920.0,-30.0,-3.8090692124105012,1
2019,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",430.0,,101080.0,,86480.0,55230.0,164520.0,514.2857142857143,0.3175863437872171,0
2020,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",440.0,,101710.0,,86730.0,56240.0,166110.0,2.3255813953488373,0.6232686980609419,0
2021,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",480.0,,118300.0,,94600.0,59010.0,,9.090909090909092,16.311080523055747,0
2022,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",520.0,,112590.0,,98160.0,72750.0,167360.0,8.333333333333332,-4.826711749788673,0
2023,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",1010.0,,119540.0,,103700.0,75840.0,192760.0,94.23076923076923,6.172839506172839,0
2024,55,Management of Companies and Enterprises,11-9032,"Education Administrators, Kindergarten through Secondary",390.0,,120320.0,,106250.0,79740.0,178790.0,-61.386138613861384,0.6525012548101055,1
2015,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",110.0,47.57,98940.0,43.72,90930.0,54230.0,153970.0,,,
2016,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",120.0,53.44,111160.0,47.27,98330.0,51440.0,179670.0,9.090909090909092,12.350919749343037,0
2017,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",90.0,57.75,120130.0,52.66,109530.0,47390.0,205810.0,-25.0,8.069449442245412,1
2018,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",110.0,55.39,115210.0,46.1,95880.0,51720.0,194020.0,22.22222222222222,-4.09556313993174,0
2019,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",310.0,56.65,117830.0,48.39,100660.0,61630.0,193790.0,181.8181818181818,2.2741081503341722,0
2020,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",410.0,57.88,120380.0,49.96,103920.0,63320.0,200310.0,32.25806451612903,2.164134770431978,0
2021,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",,58.66,122010.0,51.61,107340.0,61560.0,190450.0,,1.3540455225120451,
2022,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",180.0,64.78,134740.0,49.13,102180.0,66730.0,,,10.433571018768953,
2023,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",130.0,67.71,140840.0,50.69,105440.0,68310.0,,-27.77777777777778,4.527237642867745,1
2024,55,Management of Companies and Enterprises,11-9033,"Education Administrators, Postsecondary",,78.0,162250.0,63.86,132840.0,80390.0,,,15.201647259301335,
2015,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",400.0,41.95,87250.0,40.2,83610.0,51470.0,127820.0,,,
2016,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",430.0,41.75,86850.0,38.11,79270.0,40380.0,147100.0,7.5,-0.4584527220630372,0
2017,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",520.0,43.31,90080.0,40.07,83350.0,45700.0,148000.0,20.930232558139537,3.719055843408175,0
2018,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",650.0,44.29,92120.0,41.05,85390.0,49630.0,152380.0,25.0,2.2646536412078153,0
2019,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",530.0,47.54,98870.0,44.19,91920.0,56120.0,155490.0,-18.461538461538463,7.327399044724273,1
2020,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",390.0,48.05,99940.0,44.9,93380.0,56780.0,153820.0,-26.41509433962264,1.0822291898452514,1
2021,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",550.0,62.02,129010.0,56.93,118400.0,51400.0,,41.02564102564102,29.087452471482887,0
2022,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",660.0,65.7,136650.0,55.28,114980.0,63110.0,229990.0,20.0,5.9220215487171535,0
2023,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",880.0,55.28,114990.0,47.91,99660.0,63950.0,172040.0,33.33333333333333,-15.850713501646544,0
2024,55,Management of Companies and Enterprises,11-9039,"Education Administrators, All Other",880.0,58.77,122250.0,50.24,104500.0,65440.0,189990.0,0.0,6.313592486303158,0
2015,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,9660.0,71.47,148650.0,65.86,136990.0,89120.0,,,,
2016,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,10310.0,73.54,152960.0,67.93,141280.0,92180.0,,6.728778467908903,2.8994281870164818,0
2017,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,10450.0,75.18,156380.0,68.92,143360.0,94280.0,,1.3579049466537343,2.2358786610878663,0
2018,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,10900.0,77.34,160870.0,71.26,148210.0,99410.0,,4.30622009569378,2.8712111523212687,0
2019,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,11140.0,78.82,163950.0,73.38,152640.0,102090.0,,2.2018348623853212,1.9145894200285944,0
2020,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,10990.0,81.48,169470.0,75.85,157760.0,105880.0,,-1.3464991023339317,3.3668801463860936,0
2021,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,10800.0,86.38,179660.0,78.88,164060.0,120010.0,,-1.7288444040036397,6.012863633681477,0
2022,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,11680.0,86.58,180090.0,81.32,169140.0,122910.0,,8.148148148148149,0.23934097740175886,0
2023,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,11490.0,89.82,186830.0,83.18,173000.0,128420.0,,-1.6267123287671232,3.7425731578655115,0
2024,55,Management of Companies and Enterprises,11-9041,Architectural and Engineering Managers,11580.0,91.19,189670.0,83.27,173200.0,129840.0,,0.7832898172323759,1.5200984852539743,0
2015,55,Management of Companies and Enterprises,11-9051,Food Service Managers,8120.0,31.54,65600.0,28.88,60070.0,33480.0,102780.0,,,
2016,55,Management of Companies and Enterprises,11-9051,Food Service Managers,7570.0,33.48,69640.0,30.79,64050.0,35100.0,110290.0,-6.773399014778326,6.158536585365853,1
2017,55,Management of Companies and Enterprises,11-9051,Food Service Managers,7550.0,34.23,71200.0,30.95,64370.0,37520.0,113520.0,-0.26420079260237783,2.2400919012062035,0
2018,55,Management of Companies and Enterprises,11-9051,Food Service Managers,7540.0,34.13,70990.0,30.17,62760.0,37480.0,114860.0,-0.13245033112582782,-0.2949438202247191,0
